/root/Desktop/data/IMG/center_2018_11_08_02_28_50_035.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_035.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_035.jpg,0,0,0,1.450512E-06
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_101.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_101.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_101.jpg,0,0,0,2.177338E-06
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_168.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_168.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_168.jpg,0,0.1238823,0,0.0825462
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_240.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_240.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_240.jpg,0,0.3632734,0,0.30495
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_309.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_309.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_309.jpg,0,0.5483494,0,0.6577598
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_382.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_382.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_382.jpg,0,0.7877641,0,1.277644
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_455.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_455.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_455.jpg,0,1,0,2.171123
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_526.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_526.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_526.jpg,-0.05,1,0,2.877859
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_597.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_597.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_597.jpg,-0.25,1,0,3.807585
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_667.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_667.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_667.jpg,-0.4,1,0,4.497297
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_737.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_737.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_737.jpg,-0.2722714,1,0,5.419703
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_807.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_807.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_807.jpg,-0.09834981,1,0,6.112726
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_877.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_877.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_877.jpg,0,1,0,7.025503
/root/Desktop/data/IMG/center_2018_11_08_02_28_50_946.jpg,/root/Desktop/data/IMG/left_2018_11_08_02_28_50_946.jpg,/root/Desktop/data/IMG/right_2018_11_08_02_28_50_946.jpg,0,1,0,7.708391
